delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost
DL00712,O01056,D134,V012,H07,20/12/2024 00:40,07:55.4,Delayed,11.83,1,0,4.95,3.1
DL00713,O00728,D044,V039,H03,21/10/2024 06:15,27:26.2,OnTime,21.4,0,0,4.63,26.99
DL00714,O00078,D140,V110,H04,06/10/2025 05:23,04:38.4,OnTime,10.21,0,0,4.53,20.77
DL00715,O00621,D148,V098,H02,15/05/2025 19:44,03:00.8,Delayed,37.21,2,0,4.05,18.77
DL00716,O00221,D158,V074,H08,06/10/2024 05:06,10:08.4,OnTime,3.43,1,0,3.66,8.24
DL00717,O00530,D106,V016,H01,31/03/2024 08:10,23:04.2,Delayed,28.07,3,0,4.26,17.52
DL00718,O00945,D067,V081,H01,10/11/2025 15:32,12:24.1,Delayed,9.2,0,0,2.3,15.84
DL00719,O00138,D124,V020,H08,02/10/2025 07:02,15:45.8,Delayed,16.1,1,0,3.88,18.38
DL00720,O01179,D097,V102,H06,13/10/2025 21:10,32:17.3,Delayed,9.37,1,0,3,9.84
DL00721,O00742,D086,V017,H04,27/08/2025 17:58,37:04.7,Delayed,29.21,1,0,3.51,23.07
DL00722,O00289,D097,V083,H04,24/08/2024 02:33,27:20.6,OnTime,16.76,0,0,4.24,19.9
DL00723,O00477,D050,V108,H03,29/10/2025 14:40,19:52.5,Delayed,6.67,2,1,3.25,17.41
DL00724,O00024,D003,V042,H01,10/10/2024 07:43,21:10.4,OnTime,17.9,0,0,4.76,14.39
DL00725,O01115,D140,V094,H06,29/11/2025 00:00,20:28.0,Failed,13.65,1,0,2.1,12.34
DL00726,O00085,D045,V023,H03,02/03/2024 09:54,02:36.7,OnTime,14.37,0,0,5,2.5
DL00727,O00520,D164,V080,H08,07/07/2024 13:40,11:10.4,Delayed,5.25,0,0,3.43,3.23
DL00728,O00951,D128,V093,H01,30/04/2024 16:16,12:49.3,Delayed,11.96,0,1,4.54,8.65
DL00729,O00638,D004,V060,H04,26/05/2025 13:22,18:46.5,OnTime,5.33,1,0,4.2,9.65
DL00730,O00191,D170,V025,H05,02/04/2025 03:32,46:58.7,OnTime,8.68,1,0,4.06,5.48
DL00731,O00386,D158,V042,H05,16/12/2024 21:08,02:20.5,Failed,18.68,3,1,3.05,12.76
DL00732,O00748,D024,V076,H01,23/07/2025 06:45,06:33.8,Failed,11.16,1,0,3.55,15.34
DL00733,O00252,D009,V114,H03,10/03/2024 16:48,13:36.7,OnTime,21.06,0,0,3.48,18.64
DL00734,O00317,D106,V089,H02,19/01/2025 23:25,14:31.7,OnTime,12.54,0,0,3.99,12.79
DL00735,O00190,D150,V082,H01,28/12/2024 08:40,08:00.0,OnTime,13.27,0,0,3.68,10.58
DL00736,O00732,D123,V100,H02,05/06/2025 11:32,00:13.3,Failed,13.5,0,0,2.19,13.81
DL00737,O00247,D146,V015,H01,13/07/2024 21:14,35:31.7,OnTime,15.68,1,0,4.03,10.54
DL00738,O01163,D071,V022,H06,10/09/2024 01:38,25:27.4,Delayed,7.16,0,0,3.63,8.91
DL00739,O00644,D087,V078,H08,03/11/2025 10:33,52:43.4,Delayed,7.6,1,0,3.28,15.7
DL00740,O00889,D029,V021,H02,24/02/2024 23:01,20:53.8,OnTime,15.64,0,0,3.98,11.85
DL00741,O00689,D113,V091,H01,29/09/2025 16:16,27:15.7,Delayed,15.66,1,0,1.65,8.71
DL00742,O00326,D056,V033,H06,03/11/2024 10:06,59:58.2,Delayed,13.55,0,1,2.51,15.1
DL00743,O00171,D158,V083,H03,01/05/2025 03:28,30:56.6,OnTime,33.769999999999996,0,0,5,13.64
DL00744,O00899,D052,V062,H06,04/02/2025 09:43,30:54.8,Delayed,25.36,5,0,1.64,13.11
DL00745,O00333,D092,V072,H07,25/03/2025 06:36,16:54.9,Failed,11.35,0,0,4.29,13.37
DL00746,O00431,D002,V097,H02,29/03/2025 13:29,02:43.5,OnTime,14.4,1,0,3.32,11.96
DL00747,O00482,D008,V085,H08,10/11/2025 04:00,22:40.6,OnTime,15.25,1,0,4.27,12.88
DL00748,O00741,D156,V119,H04,30/05/2025 02:47,13:17.7,Delayed,32.739999999999995,1,0,,16.92
DL00749,O01036,D026,V013,H06,28/02/2024 20:38,29:47.1,OnTime,13.64,1,0,4.27,10.07
DL00750,O00976,D156,V109,H08,02/02/2024 19:55,06:57.0,Delayed,13.29,0,0,2.64,10.65
DL00751,O00234,D136,V073,H01,19/02/2025 12:33,19:04.4,OnTime,13.68,0,0,5,8.76
DL00752,O00020,D069,V013,H01,09/05/2024 23:04,49:00.0,OnTime,12.27,1,0,4.33,8.63
DL00753,O01139,D163,V101,H04,05/03/2024 15:46,19:36.2,OnTime,17.13,1,0,4.6,16.29
DL00754,O00605,D027,V023,H03,21/03/2025 15:02,30:56.0,OnTime,1.2,1,0,4.18,7.11
DL00755,O01073,D084,V024,H08,05/01/2024 05:34,45:54.5,Delayed,21.74,1,0,2.22,13.13
DL00756,O00112,D130,V034,H07,16/09/2024 08:59,27:00.0,OnTime,13.07,3,0,3.11,16.72
DL00757,O00074,D135,V002,H06,18/10/2025 14:03,07:10.5,Delayed,12.69,1,1,5,6.5
DL00758,O01126,D085,V043,H07,02/05/2025 17:34,21:46.2,Delayed,21.98,4,0,2.72,17.1
DL00759,O01240,D012,V120,H08,08/10/2025 15:19,32:38.8,OnTime,6.57,0,0,4.47,11.36
DL00760,O00226,D081,V030,H04,23/07/2024 14:20,40:22.7,OnTime,12.22,0,0,4.2,14.58
DL00761,O00810,D134,V088,H04,16/04/2024 04:12,34:09.0,OnTime,1.2,1,0,3.48,3.76
DL00762,O00864,D133,V002,H03,04/08/2024 01:29,51:39.0,OnTime,34.769999999999996,1,0,3.95,18.48
DL00763,O00837,D110,V059,H02,18/04/2024 19:06,31:48.5,Failed,16.1,0,1,3.96,13.38
DL00764,O01187,D049,V004,H07,17/11/2025 02:29,47:40.2,Delayed,14.53,0,0,2.42,10.58
DL00765,O00043,D126,V023,H06,01/01/2024 06:03,35:48.3,OnTime,16.23,1,0,4.81,15.76
DL00766,O00371,D082,V088,H07,27/01/2025 04:54,48:47.2,Failed,10.55,0,0,2.58,13.84
DL00767,O00948,D096,V099,H02,14/05/2025 05:19,53:57.0,Delayed,5.39,2,0,3.98,3.62
DL00768,O00800,D086,V043,H04,29/01/2024 02:36,44:35.3,Delayed,14.84,0,0,1.74,20.01
DL00769,O00957,D038,V048,H03,28/02/2024 03:47,42:47.1,OnTime,10.69,0,0,3.73,8.08
DL00770,O00217,D091,V077,H08,22/01/2024 08:17,25:22.1,OnTime,29.87,1,0,4.21,17.68
DL00771,O00257,D003,V116,H01,11/08/2024 03:42,16:26.1,OnTime,11.52,2,0,4.78,14.84
DL00772,O01108,D135,V058,H07,24/10/2024 07:22,22:16.4,OnTime,15.77,0,0,4.48,12.1
DL00773,O00080,D101,V050,H03,13/11/2025 05:00,21:31.9,OnTime,19.65,0,0,3.41,11.72
DL00774,O01180,D049,V032,H02,07/09/2024 21:42,19:33.8,Delayed,26.83,1,0,4.21,12.3
DL00775,O00153,D109,V040,H05,09/02/2025 09:08,51:56.1,Delayed,3.69,0,1,2.36,14.94
DL00776,O00383,D036,V069,H02,19/11/2024 17:12,56:11.4,OnTime,15.59,0,0,4.41,14.25
DL00777,O00316,D064,V088,H05,31/07/2025 14:43,19:27.0,OnTime,13.91,0,0,3.58,13.71
DL00778,O00965,D143,V005,H08,28/09/2024 17:43,06:23.1,Failed,18.34,3,0,2.96,12.7
DL00779,O01146,D127,V048,H08,17/11/2025 05:21,08:16.1,OnTime,6.04,1,0,4.27,15.07
DL00780,O01202,D155,V040,H01,14/11/2024 16:31,40:12.7,OnTime,12.72,0,0,3.64,15.59
DL00781,O00871,D082,V092,H02,24/12/2025 06:28,08:15.9,Failed,11.59,0,0,4.6,17.88
DL00782,O00602,D019,V030,H07,11/12/2025 11:15,39:43.4,Delayed,16.3,0,0,3.47,13.54
DL00783,O00380,D099,V015,H07,20/02/2025 00:44,49:44.8,Failed,8.95,2,1,1.67,16.86
DL00784,O00073,D095,V039,H05,31/03/2025 05:10,01:35.2,Delayed,5.24,0,1,2.29,13.26
DL00785,O00726,D099,V031,H01,05/02/2024 00:29,55:03.8,OnTime,18.599999999999998,1,0,4.22,17.03
DL00786,O00232,D083,V088,H06,05/06/2025 22:06,04:10.7,OnTime,15.42,0,0,5,14.69
DL00787,O00102,D159,V071,H06,22/05/2024 00:18,52:19.8,OnTime,11.22,3,0,4.01,9.72
DL00788,O00927,D108,V058,H05,07/05/2025 05:03,15:39.1,Failed,10.39,0,0,4.32,19.57
DL00789,O00536,D103,V031,H06,03/11/2025 11:23,13:51.4,Failed,15.28,3,1,3.03,11.56
DL00790,O00628,D170,V039,H08,26/10/2024 12:51,56:55.7,Delayed,12.25,0,1,3.68,5.21
DL00791,O01047,D085,V116,H01,10/11/2025 17:11,04:01.9,OnTime,21.48,1,0,4.67,22.23
DL00792,O00033,D106,V094,H08,30/12/2025 21:39,37:51.1,Failed,14.69,1,0,3.2,16.8
DL00793,O00095,D119,V043,H03,15/05/2025 14:55,44:08.3,OnTime,17.36,2,0,4.7,14.29
DL00794,O00265,D052,V079,H04,19/05/2024 02:54,03:52.7,Delayed,12.37,1,0,1.76,17.61
DL00795,O00151,D068,V062,H05,02/03/2025 11:55,00:58.7,OnTime,2.99,0,0,4.03,9.67
DL00796,O00860,D139,V098,H05,26/04/2024 22:58,15:49.3,OnTime,19.21,2,0,4.08,14.76
DL00797,O00894,D138,V066,H01,15/01/2024 01:08,42:43.9,Delayed,11.19,1,0,3.85,5.56
DL00798,O00850,D046,V073,H07,31/07/2024 22:19,44:15.5,OnTime,12.93,2,0,4.63,14.15
DL00799,O01233,D125,V103,H04,25/04/2024 19:34,,OnTime,11.72,1,0,4.41,9.63
DL00800,O01147,D001,V008,H02,20/04/2024 00:58,46:46.1,Delayed,10.59,1,0,3.41,13.12
DL00801,O00463,D151,V118,H07,20/02/2025 02:40,53:27.0,OnTime,12.81,0,0,3.78,18.21
DL00802,O00691,D092,V086,H08,18/11/2024 03:56,22:24.2,OnTime,11.27,0,0,3.79,9.97
DL00803,O00368,D080,V093,H05,05/12/2024 00:47,50:15.1,OnTime,13.02,3,0,3.98,12.99
DL00804,O00015,D052,V097,H03,09/11/2025 05:43,20:46.1,OnTime,9.3,1,0,3.94,9.13
DL00805,O00215,D033,V057,H07,07/01/2024 12:44,01:00.0,OnTime,16.4,2,0,4.73,9.99
DL00806,O00128,D117,V108,H07,28/12/2025 14:40,18:53.7,Delayed,40.11,2,1,2.68,24.27
DL00807,O00089,D103,V061,H05,24/04/2025 20:33,18:14.0,Failed,1.2,2,0,2.8,8.46
DL00808,O00993,D055,V009,H04,07/06/2025 23:43,37:55.0,OnTime,10.76,1,0,4.77,9.73
DL00809,O01071,D043,V051,H05,27/02/2025 00:21,48:45.9,Delayed,13.21,1,1,4.41,16.54
DL00810,O00116,D120,V053,H08,09/03/2025 16:49,25:37.0,OnTime,15.23,0,0,5,11.22
DL00811,O00404,D160,V082,H01,17/10/2025 23:22,59:16.2,OnTime,8.18,0,0,3.16,10.81
DL00812,O01016,D073,V059,H02,04/06/2024 00:55,47:55.0,OnTime,23.74,4,0,5,11.75
DL00813,O00869,D144,V045,H01,26/02/2024 07:08,52:48.6,OnTime,14.17,0,0,3.56,13.63
DL00814,O00471,D123,V060,H04,07/06/2025 15:06,22:06.3,OnTime,8.94,0,0,3.81,12.08
DL00815,O00771,D134,V119,H03,27/07/2025 23:16,38:20.5,Delayed,13.86,0,0,2.94,18.01
DL00816,O00857,D017,V047,H05,20/05/2025 21:07,41:43.6,OnTime,1.2,1,0,3.44,13.41
DL00817,O00356,D097,V078,H01,27/05/2025 05:41,33:29.6,OnTime,10.07,0,0,3.25,17.74
DL00818,O01000,D035,V120,H07,15/11/2025 22:28,01:40.8,OnTime,35.25,1,0,5,23.18
DL00819,O00892,D142,V025,H03,08/10/2025 03:49,54:14.9,Delayed,32.56,2,0,,17.18
DL00820,O01192,D069,V030,H05,13/12/2024 17:39,45:53.9,Delayed,30.97,2,0,3.07,21.48
DL00821,O00424,D074,V080,H07,11/07/2025 10:13,18:17.6,OnTime,1.9,4,0,3.85,9.03
DL00822,O00109,D084,V032,H03,24/10/2025 13:25,28:58.6,OnTime,6.47,1,0,3.13,12.84
DL00823,O00655,D104,V114,H08,01/11/2025 16:20,35:54.3,Failed,9.55,1,0,1.91,8.94
DL00824,O00369,D036,V080,H02,02/10/2024 13:42,44:49.8,Failed,10.19,2,0,4.45,7.81
DL00825,O01004,D147,V007,H05,21/09/2024 20:08,23:36.9,Failed,11.9,0,0,2.26,21.03
DL00826,O01087,D089,V021,H01,14/12/2025 08:53,01:02.9,OnTime,24.560000000000002,1,0,3.83,14.2
DL00827,O00079,D065,V030,H01,10/03/2025 06:56,06:19.8,OnTime,16.9,2,0,4.87,11.29
DL00828,O00879,D119,V069,H07,04/07/2025 02:40,08:31.7,OnTime,8.27,0,0,4.79,14.23
DL00829,O00426,D101,V008,H03,28/09/2024 15:10,18:55.5,OnTime,7.91,2,0,3.83,6.45
DL00830,O01114,D164,V071,H01,14/12/2024 00:50,09:00.0,OnTime,11.1,2,0,4.33,10.17
DL00831,O00023,D133,V053,H08,05/10/2025 05:51,17:27.4,Failed,15.56,0,1,2.38,10.87
DL00832,O01143,D083,V109,H06,16/06/2025 02:45,02:41.8,Failed,18.52,0,0,4.27,13.94
DL00833,O00712,D169,V106,H04,26/05/2025 11:52,09:55.9,OnTime,16.28,0,0,4.22,17.55
DL00834,O01165,D022,V099,H02,13/12/2025 07:00,03:16.9,OnTime,15.51,2,0,4.58,9.85
DL00835,O00188,D096,V005,H05,09/09/2025 04:34,10:45.2,Delayed,13.48,1,0,2.68,14.25
DL00836,O00206,D095,V057,H01,10/12/2025 16:47,,Failed,6.64,1,0,2.74,9.53
DL00837,O01092,D052,V074,H03,10/12/2025 15:10,02:35.0,OnTime,5.31,0,0,3.76,9.42
DL00838,O00909,D117,V103,H03,05/01/2025 03:05,48:03.2,Failed,14.62,1,1,2.31,20.66
DL00839,O00566,D078,V096,H03,07/04/2024 01:03,40:24.6,Failed,7.89,2,1,1.65,11.74
DL00840,O01162,D102,V106,H04,09/06/2025 11:40,15:00.0,OnTime,7.84,0,0,4.18,13.23
DL00841,O00733,D006,V068,H02,06/08/2024 08:40,32:19.4,OnTime,15.77,1,0,3.39,11.44
DL00842,O00405,D102,V114,H07,14/02/2024 12:17,30:15.2,OnTime,5.55,1,0,3.88,8.89
DL00843,O00804,D138,V012,H05,13/03/2024 10:34,16:16.2,OnTime,17.19,1,0,4.66,12.85
DL00844,O00991,D168,V093,H03,03/01/2025 18:00,49:34.9,OnTime,10.66,1,0,4.63,20.41
DL00845,O01218,D162,V047,H05,15/03/2025 04:24,23:14.3,OnTime,32.79,2,0,4.64,13.5
DL00846,O01118,D038,V004,H03,26/02/2024 19:54,58:17.4,OnTime,17.64,0,0,4.01,17.89
DL00847,O00134,D154,V035,H07,22/12/2024 18:38,50:09.9,OnTime,1.46,0,0,4.09,7.98
DL00848,O00633,D080,V091,H08,12/02/2024 13:23,55:42.8,OnTime,20.029999999999998,3,0,3.93,10.97
DL00849,O00169,D160,V016,H08,03/12/2025 14:32,00:07.4,OnTime,8.52,2,0,4.31,13.73
DL00850,O00444,D060,V055,H05,30/08/2025 19:20,59:39.8,OnTime,4.26,4,0,4.32,8.71
DL00851,O01022,D141,V053,H04,16/03/2024 17:31,55:48.7,Delayed,2.38,0,0,3.21,3.58
DL00852,O00974,D013,V052,H03,11/06/2025 01:17,21:30.6,OnTime,15.52,1,0,4.65,18.68
DL00853,O00178,D073,V086,H01,30/03/2024 21:03,39:18.3,OnTime,12.77,3,0,4.19,15.35
DL00854,O00954,D099,V055,H04,14/07/2024 03:27,39:46.3,Delayed,7.05,0,1,3.2,11.41
DL00855,O00409,D154,V076,H08,08/01/2025 12:04,15:54.1,Delayed,7.29,0,0,3.36,13.69
DL00856,O00223,D087,V083,H03,10/08/2025 18:09,02:42.3,OnTime,4.19,3,0,3.82,7.91
DL00857,O00292,D050,V045,H05,29/10/2025 18:17,11:21.3,Delayed,11.07,2,0,2.72,10.06
DL00858,O01075,D099,V007,H08,26/06/2024 10:08,44:24.1,OnTime,9.72,1,0,4.34,16.21
DL00859,O00512,D164,V052,H05,21/09/2024 11:04,34:35.8,Delayed,24.2,0,1,5,13.25
DL00860,O00280,D026,V027,H07,21/09/2025 00:35,59:07.7,OnTime,10.9,0,0,4.76,14.97
DL00861,O00381,D056,V094,H05,29/11/2024 00:04,39:14.8,OnTime,18.99,0,0,4.91,16.77
DL00862,O00031,D165,V037,H01,25/10/2024 04:57,32:20.9,Failed,8.4,1,0,1.41,9.28
DL00863,O00597,D044,V030,H01,09/01/2025 13:40,09:19.7,OnTime,16.47,2,0,3.51,14.48
DL00864,O00818,D135,V076,H06,27/10/2025 16:02,01:23.9,OnTime,11.68,0,0,3.14,18.27
DL00865,O00338,D148,V042,H01,26/12/2024 06:10,25:57.0,OnTime,7.72,0,0,3.6,16.7
DL00866,O00969,D096,V041,H02,14/10/2024 22:32,02:29.8,OnTime,5.1,0,0,5,15.22
DL00867,O01117,D089,V079,H02,20/06/2025 01:47,09:47.2,OnTime,23.28,4,0,3.45,11.6
DL00868,O00452,D104,V100,H04,27/11/2025 11:55,09:06.5,Failed,6.57,1,0,3.69,18.09
DL00869,O00038,D118,V119,H05,06/10/2025 20:46,44:16.7,OnTime,9.15,2,0,5,10.32
DL00870,O00650,D078,V110,H03,30/09/2025 12:39,21:55.7,OnTime,24.94,2,0,3.8,14.11
DL00871,O00715,D037,V047,H01,17/06/2025 16:20,03:48.1,OnTime,9.43,0,0,4.03,16.6
DL00872,O00144,D120,V001,H03,03/11/2025 22:12,41:26.6,Delayed,15.53,1,0,3.54,11.71
DL00873,O00401,D049,V107,H07,22/06/2024 12:48,19:08.7,OnTime,10.68,0,0,3.77,10.34
DL00874,O01012,D006,V088,H02,08/03/2025 05:38,05:25.6,Delayed,10.15,0,1,2.81,12.54
DL00875,O00189,D018,V052,H06,22/11/2025 08:49,14:04.0,OnTime,11.7,0,0,4.44,11.84
DL00876,O00609,D161,V035,H04,15/09/2024 07:47,49:21.7,OnTime,5.01,0,0,4.72,14.22
DL00877,O01193,D061,V087,H04,18/04/2025 00:35,54:09.2,OnTime,4.93,0,0,4.08,10.71
DL00878,O00629,D164,V016,H06,04/10/2024 07:36,57:13.9,OnTime,5.77,0,0,4.7,10.43
DL00879,O00139,D033,V013,H02,15/09/2025 19:42,58:23.7,Delayed,9.42,1,1,3.94,10.97
DL00880,O00273,D047,V098,H04,28/02/2025 02:41,58:54.6,OnTime,7.39,0,0,4.49,9.91
DL00881,O00632,D127,V032,H01,09/08/2024 22:03,52:23.2,Delayed,12.77,5,1,3.32,11.86
DL00882,O01151,D039,V036,H03,26/06/2024 13:58,26:43.5,OnTime,3.86,0,0,4.76,7.4
DL00883,O00917,D101,V077,H02,07/04/2024 15:38,05:34.6,Delayed,11.42,0,1,2.31,14.58
DL00884,O00407,D056,V105,H01,23/02/2025 07:26,31:02.3,OnTime,12.58,1,0,4.81,14.99
DL00885,O00675,D126,V073,H06,19/02/2024 20:14,38:10.2,OnTime,15.92,0,0,4.37,16.87
DL00886,O00968,D050,V094,H02,21/11/2024 05:45,49:42.6,Delayed,1.2,2,0,3.45,10.2
DL00887,O00577,D155,V097,H02,09/06/2025 23:14,19:26.5,OnTime,29.9,0,0,4.18,18.94
DL00888,O01129,D055,V027,H07,23/03/2025 16:39,16:34.6,Failed,11.78,2,0,3.61,7.64
DL00889,O01172,D105,V002,H08,17/09/2024 20:42,31:55.6,Failed,7.09,0,1,4.37,11.81
DL00890,O00384,D103,V020,H03,01/01/2024 16:28,33:42.5,Delayed,9.61,0,0,3.51,9.44
DL00891,O00963,D013,V077,H07,06/06/2025 13:03,56:40.2,OnTime,9.94,0,0,4.61,14.44
DL00892,O00392,D163,V115,H07,24/11/2025 12:15,18:34.2,OnTime,9.31,1,0,4.42,14.7
DL00893,O00981,D062,V023,H05,11/01/2025 23:09,12:13.5,Delayed,25.18,1,0,4.52,10.11
DL00894,O00724,D094,V120,H06,18/11/2025 10:15,57:13.2,Delayed,25.57,0,0,2.58,20.64
DL00895,O01157,D068,V023,H07,08/07/2024 22:06,56:21.4,OnTime,17.68,1,0,4.43,9.26
DL00896,O00177,D042,V023,H06,25/12/2025 05:07,26:55.1,OnTime,11.26,1,0,4.39,12.49
DL00897,O00672,D084,V043,H07,04/01/2025 00:01,54:43.3,OnTime,33.64,2,0,4.06,29.43
DL00898,O00283,D088,V047,H07,26/05/2024 17:54,34:21.7,Delayed,10.44,3,0,3.85,17.21
DL00899,O00549,D129,V040,H08,14/08/2025 11:47,36:01.7,OnTime,5.78,2,0,3.72,9.14
DL00900,O00199,D039,V053,H07,02/10/2024 14:11,06:29.3,OnTime,12.4,0,0,5,8.44
DL00901,O00730,D099,V067,H05,19/09/2025 11:31,28:50.1,OnTime,13.94,1,0,3.7,13.05
DL00902,O00018,D015,V047,H06,08/03/2024 23:03,59:39.8,OnTime,17.27,0,0,5,12.37
DL00903,O00130,D130,V051,H03,11/01/2024 00:41,13:51.8,OnTime,19.22,4,0,3.42,14.82
DL00904,O01102,D160,V112,H04,19/08/2025 06:18,41:36.9,OnTime,32.81,0,0,4.79,16.84
DL00905,O01020,D028,V013,H04,23/10/2024 02:30,04:29.7,Delayed,30.71,1,0,3.81,18.26
DL00906,O01229,D168,V110,H08,27/05/2025 01:11,44:29.2,Failed,18.6,1,1,2.35,16.73
DL00907,O00884,D096,V103,H08,17/04/2024 02:46,08:07.6,OnTime,3.96,0,0,3.59,16.11
DL00908,O00145,D088,V042,H03,02/11/2024 11:50,56:28.6,OnTime,10.05,1,0,5,14.53
DL00909,O01204,D033,V001,H02,13/08/2025 17:56,26:21.4,Delayed,10.35,2,0,2.77,8.9
DL00910,O01002,D071,V005,H04,14/06/2024 09:09,29:41.1,Delayed,26.61,1,0,4.05,16.25
DL00911,O00806,D004,V119,H01,17/04/2025 16:52,40:49.6,OnTime,13.69,0,0,4.33,14.98
DL00912,O00355,D011,V095,H02,11/10/2025 00:12,59:08.9,Delayed,21.47,2,0,3.69,9.33
DL00913,O00239,D096,V081,H04,18/05/2024 06:34,24:14.0,OnTime,12.6,1,0,3.49,15.18
DL00914,O00270,D157,V006,H05,26/10/2025 17:01,58:50.3,OnTime,10.96,0,0,4.41,15.03
DL00915,O00873,D004,V047,H03,28/11/2024 13:17,51:16.7,OnTime,9.84,0,0,3.99,16.74
DL00916,O01100,D036,V049,H03,01/08/2025 15:41,52:41.6,OnTime,22.619999999999997,1,0,4.95,17.14
DL00917,O00700,D077,V102,H05,13/01/2024 04:19,59:11.9,OnTime,12.76,0,0,4.06,9.47
DL00918,O00645,D097,V086,H08,26/12/2024 21:17,43:50.6,OnTime,10.63,1,0,4.21,10.43
DL00919,O00763,D139,V097,H04,26/12/2025 20:25,44:12.2,OnTime,5.38,2,0,5,10.53
DL00920,O00686,D133,V034,H03,05/01/2025 15:05,10:59.4,Failed,5.08,1,1,3.09,4.15
DL00921,O00332,D063,V108,H08,04/01/2025 02:49,59:36.4,Failed,6.36,0,0,2.34,9.47
DL00922,O00399,D112,V090,H07,08/03/2024 19:10,43:49.2,Delayed,12.65,5,1,3.39,14.07
DL00923,O00047,D071,V012,H03,28/11/2025 04:59,50:08.5,OnTime,19.03,0,0,4.7,16.28
DL00924,O00717,D155,V027,H01,12/12/2024 23:23,04:50.3,OnTime,15.39,0,0,4.6,15.3
DL00925,O00003,D041,V100,H02,02/09/2025 16:59,50:39.6,Delayed,13.04,2,0,3.7,13.16
DL00926,O00574,D031,V046,H03,03/05/2024 03:01,58:56.4,OnTime,14.82,2,0,4.64,15.12
DL00927,O00335,D152,V077,H01,26/01/2024 03:48,24:27.5,OnTime,5.36,0,0,5,13.63
DL00928,O00100,D023,V101,H05,30/10/2025 22:51,39:28.3,Failed,12.72,0,1,3.15,21.6
DL00929,O00935,D033,V090,H05,14/09/2024 12:29,01:45.0,OnTime,15.41,0,0,4.51,15.11
DL00930,O00586,D016,V022,H07,31/03/2024 08:04,40:40.0,OnTime,9.03,0,0,,9.23
DL00931,O01171,D006,V062,H08,18/12/2024 03:47,24:20.5,Failed,16.08,1,0,2.2,13.75
DL00932,O01225,D080,V082,H04,27/12/2025 03:21,38:22.4,OnTime,8.94,0,0,3.18,11.22
DL00933,O01133,D032,V009,H02,23/12/2025 12:04,43:50.6,OnTime,12.66,1,0,3.83,14.09
DL00934,O00775,D071,V080,H02,05/03/2024 11:50,29:10.3,OnTime,20.86,0,0,4.35,10.59
DL00935,O00211,D107,V012,H08,14/02/2024 07:33,00:31.3,Failed,32.42,4,0,3.9,14.69
DL00936,O00372,D087,V098,H03,29/01/2025 15:05,49:44.6,OnTime,5.84,2,0,4.74,11.21
DL00937,O00001,D047,V090,H01,20/08/2024 16:29,52:56.2,OnTime,26.65,2,0,4.29,15.82
DL00938,O01246,D132,V109,H03,04/04/2024 03:20,45:58.5,Failed,36.94,0,0,2.58,20.16
DL00939,O00417,D007,V076,H01,10/01/2025 17:25,08:01.9,OnTime,1.2,0,0,4.17,11.3
DL00940,O00565,D133,V066,H04,01/07/2025 17:56,29:07.3,Delayed,16.19,1,0,2.58,7.05
DL00941,O00592,D125,V044,H03,06/05/2025 03:42,05:21.3,OnTime,13.31,1,0,3.8,13.15
DL00942,O01112,D013,V027,H04,24/09/2024 04:28,36:48.3,Failed,12.99,1,0,4.06,16.82
DL00943,O00967,D087,V082,H01,17/03/2024 17:18,14:16.0,OnTime,5.06,2,0,4.57,8.9
DL00944,O00336,D009,V067,H06,10/01/2024 06:09,20:19.9,OnTime,16.01,2,0,4.04,12.32
DL00945,O00197,D075,V074,H03,24/01/2025 05:04,26:38.8,OnTime,8.74,1,0,4.39,12.97
DL00946,O00982,D069,V058,H04,28/10/2025 08:18,56:03.7,OnTime,10.68,1,0,4.62,19.6
DL00947,O01082,D129,V019,H04,25/10/2024 15:52,23:40.7,OnTime,10.8,0,0,4.13,11.79
DL00948,O00863,D155,V111,H07,17/09/2025 19:05,28:30.4,OnTime,11.02,0,0,4.82,9.38
DL00949,O01106,D060,V005,H02,28/02/2024 01:58,58:31.7,OnTime,11.36,0,0,4.05,20.13
DL00950,O00744,D024,V014,H02,23/04/2025 05:31,48:21.2,OnTime,15.82,0,0,3.8,16.73
